	Drug_use_number	Disease_number_within_Drug_Use	Disease_ratio_within_Drug_Use	p	expected_disease_ratio	odds_ratio	odds_ratio_ci_lower	odds_ratio_ci_higher	disease	drug	corrected_df	upmost_disease_parent	upmost_drug_parent	is_represented_by_children_diseases	is_represented_by_children_drugs
1365	973	34	0.03494347379239465	0.5853731878988183	30.72631578947368	1.1291693290734823	0.7799578103450291	1.6347337725308864	ASD	J01T1	0.9995084634941636	heartdef	J01T1	False	False
1402	464	14	0.03017241379310345	0.9666182201172291	14.652631578947368	0.9511515151515152	0.5495370788641419	1.6462750914732764	ASD	J01CT1	0.9995084634941636	heartdef	J01T1	False	False
1602	973	60	0.06166495375128469	0.7926618237313382	62.37179487179486	0.95361511764473	0.7210795057743278	1.2611394240417892	mVSD	J01T1	0.9995084634941636	heartdef	J01T1	False	False
1640	464	28	0.0603448275862069	0.8076575752184677	29.743589743589745	0.9337068735504792	0.6296853015781366	1.3845146512558857	mVSD	J01CT1	0.9995084634941636	heartdef	J01T1	False	False
1642	118	12	0.1016949152542373	0.13590825597223025	7.564102564102564	1.66975019356942	0.9124141598729976	3.0557019296074928	mVSD	J01FT1	0.805502605310605	heartdef	J01T1	False	False
1689	973	41	0.0421377183967112	0.7923584085904192	38.99878542510122	1.062152125804721	0.7584215463500881	1.4875198941549137	pVSD	J01T1	0.9995084634941636	heartdef	J01T1	False	False
1725	464	25	0.05387931034482758	0.14905720582146967	18.59757085020243	1.3973100629773552	0.9173260350423328	2.1284421650669425	pVSD	J01CT1	0.8179046979378102	heartdef	J01T1	False	False
1774	973	14	0.014388489208633094	0.9941792788333388	13.524831309041836	1.0412531780529812	0.5902735150821362	1.8367894765777608	bicuspidao	J01T1	0.9995084634941636	heartdef	J01T1	False	False
1905	973	25	0.025693730729701957	0.8286877759442757	26.52442645074224	0.9326801592409832	0.6101873572193919	1.4256150494593387	pulmsten	J01T1	0.9995084634941636	heartdef	J01T1	False	False
1938	464	13	0.028017241379310345	0.9650396164779892	12.64885290148448	1.0305259329649574	0.5827844517790594	1.8222581183684432	pulmsten	J01CT1	0.9995084634941636	heartdef	J01T1	False	False
2247	973	16	0.01644398766700925	0.8285531105655275	17.332793522267206	0.9110366446870608	0.5378008148170866	1.5432995731792387	coarctat	J01T1	0.9995084634941636	heartdef	J01T1	False	False
2276	464	11	0.023706896551724137	0.4179547938134954	8.265587044534414	1.369656833232992	0.7334830432571376	2.557604920887269	coarctat	J01CT1	0.973737817315933	heartdef	J01T1	False	False
889	162	39	0.24074074074074076	0.5932692731708171	42.45668016194332	0.8905707291439704	0.618873858211368	1.2815474641314462	heartdef	J01AT1	0.9995084634941636	heartdef	J01T1	False	False
891	96	31	0.3229166666666667	0.2121978373565732	25.159514170040485	1.3484120275329066	0.876300382375488	2.0748764151700567	heartdef	J01ET1	0.8486542013635214	heartdef	J01T1	False	False
892	118	33	0.2796610169491525	0.7396574231049367	30.925236167341428	1.094746248420793	0.7298979475156027	1.6419683772378053	heartdef	J01FT1	0.9995084634941636	heartdef	J01T1	False	False
1544	162	16	0.09876543209876544	0.3761366096020728	20.178947368421053	0.7661566809140475	0.4551268075102634	1.289741781901066	VSD	J01AT1	0.9527931216037009	heartdef	J01T1	False	False
1546	96	15	0.15625	0.4290412753578407	11.957894736842105	1.3064937183879914	0.7498002535992503	2.2765074137992865	VSD	J01ET1	0.976194453854149	heartdef	J01T1	False	False
1547	118	22	0.1864406779661017	0.05594780382916078	14.69824561403509	1.625531816500185	1.017486880686508	2.5969412840699984	VSD	J01FT1	0.6962191787702605	heartdef	J01T1	False	False
847	69	17	0.2463768115942029	0.8725226491617653	18.0834008097166	0.9198001998001998	0.530655773234598	1.594314902852218	heartdef	J02T1	0.9995084634941636	heartdef	J02T1	False	False
955	170	14	0.08235294117647059	0.5434386494732535	16.83940620782726	0.8126780626780626	0.4678379845201473	1.4116973298685351	severechd	J07T1	0.9995084634941636	heartdef	J07T1	False	False
1508	170	25	0.14705882352941174	0.4347029694737923	21.17543859649123	1.2176484141002994	0.7919673515872669	1.8721323011477695	VSD	J07T1	0.976194453854149	heartdef	J07T1	False	False
1605	170	16	0.09411764705882353	0.1448351273381818	10.8974358974359	1.5349008290184758	0.9094120296635596	2.5905975268363033	mVSD	J07T1	0.8179046979378102	heartdef	J07T1	False	False
956	142	18	0.1267605633802817	0.3300243446343184	14.065856950067475	1.3283474499909893	0.8054053526097801	2.1908309178477365	severechd	L02T1	0.9303092503902161	heartdef	L02T1	False	False
1509	142	20	0.14084507042253522	0.6419119852445245	17.687719298245614	1.1555289290706752	0.7165030947182697	1.8635608356224076	VSD	L02T1	0.9995084634941636	heartdef	L02T1	False	False
1606	142	15	0.1056338028169014	0.061872284799575676	9.1025641025641	1.748031496062992	1.0152265356540455	3.0097855049264277	mVSD	L02T1	0.6962191787702605	heartdef	L02T1	False	False
1061	524	21	0.040076335877862586	0.001823780018816295	10.748717948717948	2.152808340794925	1.3461453846210645	3.4428552852787266	dtranspos	M01T1	0.40063286547394145	heartdef	M01T1	False	False
1131	524	22	0.04198473282442748	0.006467110222068983	12.375168690958164	1.9285732885451656	1.2223481412169876	3.0428278195660696	alltranspos	M01T1	0.4481453662807834	heartdef	M01T1	False	False
1253	524	14	0.0267175572519084	0.0036496526976246826	6.435087719298244	2.4274509803921567	1.363863686025973	4.320459824967155	fallot	M01T1	0.40063286547394145	heartdef	M01T1	False	False
1371	524	20	0.03816793893129771	0.4441909428606071	16.54736842105263	1.2372051624388074	0.7754693793168941	1.973871122175833	ASD	M01T1	0.976194453854149	heartdef	M01T1	False	False
1511	524	66	0.12595419847328246	0.97483946535381	65.2701754385965	1.013778133327898	0.7756103462953183	1.3250804460291157	VSD	M01T1	0.9995084634941636	heartdef	M01T1	False	False
1608	524	29	0.05534351145038168	0.4492500078052508	33.58974358974359	0.8459482719572405	0.5747245834711869	1.2451676845024289	mVSD	M01T1	0.976194453854149	heartdef	M01T1	False	False
1695	524	23	0.04389312977099236	0.729351809677828	21.00242914979757	1.1078281393417544	0.7170057331844659	1.7116783444208066	pVSD	M01T1	0.9995084634941636	heartdef	M01T1	False	False
1910	524	14	0.0267175572519084	0.95217427698962	14.284480431848852	0.9780141843971633	0.5640451542453502	1.6958070425439415	pulmsten	M01T1	0.9995084634941636	heartdef	M01T1	False	False
960	313	40	0.12779552715654952	0.10048298704317353	31.004318488529016	1.3518278071592194	0.9612828558265294	1.9010413107156008	severechd	N01T1	0.7532526370563966	heartdef	N01T1	False	False
1513	313	39	0.12460063897763578	0.9320204165816652	38.987719298245615	1.0003756977243452	0.7100769954938378	1.4093563697292828	VSD	N01T1	0.9995084634941636	heartdef	N01T1	False	False
1610	313	14	0.04472843450479233	0.1895109661218879	20.064102564102566	0.6740037289881674	0.3911298368049579	1.1614583801656844	mVSD	N01T1	0.8368485476144633	heartdef	N01T1	False	False
1697	313	16	0.051118210862619806	0.3842995670229525	12.545344129554653	1.306732808512168	0.7792357641716289	2.1913145049975	pVSD	N01T1	0.9585487291965628	heartdef	N01T1	False	False
995	1479	158	0.1068289384719405	0.2846524990884719	146.50283400809715	1.1119653671461014	0.9232067409398996	1.3393175362579544	severechd	N02BT1	0.9172205958955467	heartdef	N02T1	False	False
1090	1479	38	0.02569303583502366	0.14198556020039702	30.338461538461537	1.3455933379597502	0.9279270250230024	1.9512541205670568	dtranspos	N02BT1	0.8068483790518213	heartdef	N02T1	False	False
1162	1479	41	0.027721433400946585	0.2863068646591297	34.92914979757085	1.233455462603533	0.8652676064258322	1.7583142682424076	alltranspos	N02BT1	0.9172205958955467	heartdef	N02T1	False	False
1276	1479	17	0.011494252873563218	0.8610759642803726	18.16315789473684	0.920333123821496	0.5415781989096755	1.5639718520949868	fallot	N02BT1	0.9995084634941636	heartdef	N02T1	False	False
1406	1479	42	0.02839756592292089	0.4846062226272521	46.70526315789475	0.8736299582463466	0.6225447232588647	1.2259830907411773	ASD	N02BT1	0.9830327014167999	heartdef	N02T1	False	False
1438	1564	11	0.007033248081841432	0.7601903955221233	12.452901484480432	0.8555752307362094	0.4432838497662716	1.6513323818029504	AVSD	N02T1	0.9995084634941636	heartdef	N02T1	False	False
1644	1479	92	0.06220419202163624	0.7842123112105788	94.80769230769229	0.9608355091383812	0.7595731108950934	1.2154259575267137	mVSD	N02BT1	0.9995084634941636	heartdef	N02T1	False	False
1730	1479	52	0.03515889114266396	0.31509440714905035	59.27975708502024	0.8457074210202652	0.6234968111591372	1.147112590101441	pVSD	N02BT1	0.9254570565029412	heartdef	N02T1	False	False
1803	1479	17	0.011494252873563218	0.4477173211529246	20.558299595141698	0.7902920497566251	0.4682619613892122	1.3337865882926243	bicuspidao	N02BT1	0.976194453854149	heartdef	N02T1	False	False
1871	1479	13	0.00878972278566599	0.2901958164789133	9.580566801619431	1.49382186708244	0.78834337853863	2.83062410533625	pulmatr	N02BT1	0.9172205958955467	heartdef	N02T1	False	False
1941	1479	39	0.026369168356997968	0.8838914771648186	40.318218623481776	0.9583844580777096	0.6725864121556839	1.3656249262322286	pulmsten	N02BT1	0.9995084634941636	heartdef	N02T1	False	False
2060	1479	11	0.0074374577417173765	0.6255940592069895	9.181376518218624	1.2622810432074738	0.6395645884636876	2.491309651568388	aortsten	N02BT1	0.9995084634941636	heartdef	N02T1	False	False
2143	1479	26	0.01757944557133198	0.10326801530645692	19.161133603238863	1.4982400943859997	0.9517059637652058	2.3586312011170287	hypoleft	N02BT1	0.7532526370563966	heartdef	N02T1	False	False
2279	1479	28	0.018931710615280598	0.7999252413285335	26.346558704453443	1.0811906907702908	0.7095162423456668	1.64756384708503	coarctat	N02BT1	0.9995084634941636	heartdef	N02T1	False	False
893	68	15	0.22058823529411764	0.5201748001404053	17.82132253711201	0.7953021119934203	0.4472654780998844	1.4141611197632875	heartdef	N02AT1	0.9947437591305172	heartdef	N02T1	False	False
896	56	15	0.26785714285714285	0.9570937471788652	14.67638326585695	1.030351740984976	0.5690364871934571	1.8656531418342017	heartdef	N02CT1	0.9995084634941636	heartdef	N02T1	False	False
858	54	18	0.3333333333333333	0.2984584945013802	14.152226720647773	1.4116424116424116	0.7997761782552671	2.4916149699467263	heartdef	N03T1	0.9172205958955467	heartdef	N03T1	False	False
860	186	48	0.25806451612903225	0.9667892988160686	48.74655870445344	0.978834764244066	0.7018874133562945	1.3650586653366479	heartdef	N05T1	0.9995084634941636	heartdef	N05T1	False	False
899	52	15	0.28846153846153844	0.7826069578945396	13.628070175438594	1.1425826449178809	0.6256968696871805	2.0864657691514874	heartdef	N05CT1	0.9995084634941636	heartdef	N05T1	False	False
964	186	19	0.1021505376344086	0.9849846709040287	18.424291497975712	1.0357271471043925	0.6403922370629209	1.6751151265807802	severechd	N05T1	0.9995084634941636	heartdef	N05T1	False	False
998	116	12	0.10344827586206896	0.9976050922245264	11.49041835357625	1.0502876624760282	0.5749911347087814	1.9184716204503829	severechd	N05BT1	0.9995084634941636	heartdef	N05T1	False	False
1517	186	18	0.0967741935483871	0.29378492851106125	23.16842105263158	0.7481057616416732	0.4578270900619869	1.2224314435515264	VSD	N05T1	0.9172205958955467	heartdef	N05T1	False	False
1553	116	13	0.11206896551724138	0.7879474284930871	14.449122807017545	0.8854368932038835	0.4952358660456415	1.5830810036167509	VSD	N05BT1	0.9995084634941636	heartdef	N05T1	False	False
900	198	56	0.2828282828282828	0.5544589040011182	51.8914979757085	1.1136767583230027	0.813805636905565	1.524044398051711	heartdef	N06AT1	0.9995084634941636	heartdef	N06T1	False	False
902	154	44	0.2857142857142857	0.5609468996123048	40.36005398110661	1.1291886195995786	0.7929378676257504	1.6080288137216368	heartdef	N06ABT1	0.9995084634941636	heartdef	N06T1	False	False
1000	198	20	0.101010101010101	0.9782702725722604	19.612955465587046	1.0225663299027477	0.6399746239410515	1.6338802507692722	severechd	N06AT1	0.9995084634941636	heartdef	N06T1	False	False
1002	154	12	0.07792207792207792	0.4527377206730817	15.254520917678812	0.7647770278178768	0.4221567920486227	1.385466047909946	severechd	N06ABT1	0.976194453854149	heartdef	N06T1	False	False
1557	154	20	0.12987012987012986	0.9375840432640764	19.18245614035088	1.0500652881770551	0.6530375640193579	1.6884742474043568	VSD	N06ABT1	0.9995084634941636	heartdef	N06T1	False	False
1649	154	12	0.07792207792207792	0.5882841839052995	9.871794871794874	1.2398625011407538	0.6827084057283759	2.2517065980679103	mVSD	N06ABT1	0.9995084634941636	heartdef	N06T1	False	False
863	60	13	0.21666666666666667	0.5119834415899475	15.724696356275306	0.7773071705105721	0.4196625520959066	1.4397435137102048	heartdef	P01T1	0.9947437591305172	heartdef	P01T1	False	False
1008	463	39	0.08423326133909287	0.3066506637191644	45.86261808367072	0.8274331478213656	0.5905964542682366	1.1592443692569523	severechd	R01AT1	0.9195975295413779	heartdef	R01T1	False	False
1169	463	12	0.02591792656587473	0.8581502823789717	10.934547908232119	1.1073959707806782	0.6114418465566821	2.0056295508841906	alltranspos	R01AT1	0.9995084634941636	heartdef	R01T1	False	False
1414	463	21	0.04535637149028078	0.10662009557133742	14.621052631578946	1.5020712510356256	0.9496554803019424	2.375827960757265	ASD	R01AT1	0.7532526370563966	heartdef	R01T1	False	False
1653	463	28	0.06047516198704104	0.8172117277727683	29.679487179487182	0.9359973257219264	0.6312138126190194	1.3879464869812288	mVSD	R01AT1	0.9995084634941636	heartdef	R01T1	False	False
1741	463	25	0.05399568034557235	0.1459100506914308	18.557489878542512	1.400710112812248	0.9195364166016587	2.1336716901168966	pVSD	R01AT1	0.8179046979378102	heartdef	R01T1	False	False
1951	463	11	0.02375809935205184	0.7409539389964485	12.621592442645076	0.8608163832646064	0.4653250970589681	1.5924454760342606	pulmsten	R01AT1	0.9995084634941636	heartdef	R01T1	False	False
971	301	22	0.07308970099667775	0.14956329212481762	29.81565452091768	0.7084591840844107	0.4558716167466485	1.100999485547022	severechd	R03T1	0.8179046979378102	heartdef	R03T1	False	False
1009	241	17	0.07053941908713693	0.16242761879049067	23.872334682861	0.6829298665072724	0.414603410512988	1.1249140521795844	severechd	R03AT1	0.8368485476144633	heartdef	R03T1	False	False
1383	301	15	0.04983388704318937	0.09281136775395923	9.505263157894737	1.6500622665006226	0.965126587323802	2.8210863933185752	ASD	R03T1	0.7488521793821064	heartdef	R03T1	False	False
1415	241	11	0.04564315352697095	0.2792172805583708	7.610526315789473	1.4896860986547085	0.8018179354234592	2.767666541847916	ASD	R03AT1	0.9172205958955467	heartdef	R03T1	False	False
1524	301	46	0.15282392026578073	0.1536141674104597	37.49298245614035	1.2818744829744897	0.929134957163632	1.768529079045001	VSD	R03T1	0.8270415721618901	heartdef	R03T1	False	False
1564	140	22	0.15714285714285714	0.2939847548369173	17.438596491228072	1.3179141819823548	0.8315862086442105	2.0886563209146973	VSD	R03BT1	0.9172205958955467	heartdef	R03T1	False	False
1654	241	18	0.07468879668049792	0.5833761885882802	15.448717948717947	1.1855049994603135	0.7266285363063262	1.934168606822939	mVSD	R03AT1	0.9995084634941636	heartdef	R03T1	False	False
1706	301	15	0.04983388704318937	0.4649552766759771	12.064372469635627	1.2697143282249663	0.7453838294858361	2.1628782534923667	pVSD	R03T1	0.9818591469470196	heartdef	R03T1	False	False
1742	241	11	0.04564315352697095	0.7790035362565759	9.659514170040486	1.1510033444816057	0.621425861068053	2.1318853655862933	pVSD	R03AT1	0.9995084634941636	heartdef	R03T1	False	False
1922	301	11	0.03654485049833888	0.4069860742288581	8.20539811066127	1.3738580971294458	0.7398127499306255	2.5513024359544207	pulmsten	R03T1	0.9660994416215216	heartdef	R03T1	False	False
910	140	38	0.2714285714285714	0.8752652030615835	36.690958164642375	1.0499464491679025	0.7207904088860678	1.5294148375586076	heartdef	R03BT1	0.9995084634941636	heartdef	R03T1	False	False
972	166	18	0.10843373493975904	0.7812421749044482	16.443184885290147	1.1088630529971313	0.6757267376186652	1.819636847041574	severechd	R05T1	0.9995084634941636	heartdef	R05T1	False	False
1012	88	11	0.125	0.5221072829101261	8.716869095816465	1.3038925113613908	0.6900105984029862	2.4639269094115956	severechd	R05DT1	0.9947437591305172	heartdef	R05T1	False	False
1525	166	22	0.13253012048192772	0.8449266502478028	20.67719298245614	1.0755487729683069	0.6830310614886296	1.693634782161202	VSD	R05T1	0.9995084634941636	heartdef	R05T1	False	False
1567	88	13	0.14772727272727273	0.617315743352292	10.96140350877193	1.2213333333333334	0.675054259870054	2.209681798613123	VSD	R05DT1	0.9995084634941636	heartdef	R05T1	False	False
1622	166	13	0.0783132530120482	0.5513208414909929	10.64102564102564	1.2472908355261296	0.7025529145609718	2.214401785465021	mVSD	R05T1	0.9995084634941636	heartdef	R05T1	False	False
912	56	11	0.19642857142857145	0.332610043432418	14.67638326585695	0.6864951953507106	0.354363217626324	1.329922604260159	heartdef	R05CT1	0.9303092503902161	heartdef	R05T1	False	False
973	633	51	0.08056872037914692	0.11912307820578187	62.70202429149798	0.7818598964543931	0.5809867109302359	1.0521839590872806	severechd	R06T1	0.7632052118380241	heartdef	R06T1	False	False
1143	633	11	0.017377567140600316	0.3451262514929063	14.949392712550607	0.7131107364128304	0.38516776129935104	1.3202738481324334	alltranspos	R06T1	0.9400040551857843	heartdef	R06T1	False	False
1385	633	14	0.022116903633491312	0.1920179293465096	19.989473684210527	0.6740931120575708	0.390288414814816	1.16427110432951	ASD	R06T1	0.8368485476144633	heartdef	R06T1	False	False
1623	633	43	0.0679304897314376	0.7441881463683202	40.57692307692308	1.0704449152542372	0.7737593174247176	1.4808898462216398	mVSD	R06T1	0.9995084634941636	heartdef	R06T1	False	False
1708	633	20	0.0315955766192733	0.30200169999525106	25.371255060728746	0.7656020871490745	0.4826836658936181	1.2143492669507538	pVSD	R06T1	0.9172205958955467	heartdef	R06T1	False	False
1924	633	19	0.030015797788309637	0.7508389923772747	17.25587044534413	1.115021092540183	0.6902351059099934	1.8012297928115273	pulmsten	R06T1	0.9995084634941636	heartdef	R06T1	False	False
974	168	22	0.13095238095238096	0.20434094347423984	16.641295546558705	1.3819839926119748	0.87691093136392	2.1779632201244947	severechd	S01T1	0.8486542013635214	heartdef	S01T1	False	False
1624	168	17	0.1011904761904762	0.0678594323925994	10.769230769230768	1.6676017235894618	1.00113033300055	2.777755719561253	mVSD	S01T1	0.6962191787702605	heartdef	S01T1	False	False
1709	168	13	0.07738095238095237	0.021775365673120037	6.7336032388663964	2.054838709677419	1.1525301963904904	3.663558782244843	pVSD	S01T1	0.6391567555748952	heartdef	S01T1	False	False
914	60	15	0.25	0.9471934467712996	15.724696356275306	0.938072997751254	0.5217414244446513	1.6866227366299085	heartdef	S01AT1	0.9995084634941636	heartdef	S01T1	False	False
918	73	23	0.3150684931506849	0.3676413337371437	19.13171390013495	1.2987389265242313	0.7904488801403331	2.1338796747613333	heartdef	S01GT1	0.9477460023559109	heartdef	S01T1	False	False
871	55	15	0.2727272727272727	0.97895926062862	14.414304993252363	1.0563051375194603	0.5822221960057331	1.916417050405646	heartdef	S02T1	0.9995084634941636	heartdef	S02T1	False	False
5892	1941	18	0.009273570324574959	0.2973276849276211	14.144939271255062	1.4126365054602184	0.8003387496858836	2.493371584647208	hydrops	A11T1	0.9172205958955467	hydrops	A11T1	False	False
5919	4507	26	0.005768804082538275	0.07586841662781786	32.84453441295547	0.5957694392195619	0.3486268886136034	1.0181120168885986	hydrops	B03BB01T1	0.6962191787702605	hydrops	B03T1	False	False
5927	1479	11	0.0074374577417173765	0.9242804689890504	10.778137651821863	1.0260439769342882	0.527824424125948	1.9945387035593587	hydrops	N02BT1	0.9995084634941636	hydrops	N02T1	False	False
4530	42	11	0.2619047619047619	0.9623743065876548	11.636437246963565	0.9254999842027108	0.4643284192044853	1.8447077226647253	limbanom	A01T1	0.9995084634941636	limbanom	A01T1	False	False
4902	605	30	0.04958677685950413	0.9529539181130874	29.800944669365727	1.0076573653471772	0.6869430435278242	1.4781041536193804	clubft	A02T1	0.9995084634941636	limbanom	A02T1	False	False
4989	605	94	0.15537190082644628	0.6958050699832097	97.8940620782726	0.9488979996635112	0.7545316896780636	1.1933327997788803	hip	A02T1	0.9995084634941636	limbanom	A02T1	False	False
5167	605	16	0.026446280991735537	0.7349296193002459	14.288124156545207	1.1354497015515048	0.6744315240139179	1.9116040381392287	polydacthand	A02T1	0.9995084634941636	limbanom	A02T1	False	False
4532	126	37	0.2936507936507937	0.7494500105197988	34.90931174089069	1.0863429641519529	0.7378675538563664	1.5993941319070073	limbanom	A03T1	0.9995084634941636	limbanom	A03T1	False	False
4990	126	21	0.16666666666666666	0.9781709214794648	20.38785425101215	1.036672325976231	0.6462050721615774	1.6630781121078155	hip	A03T1	0.9995084634941636	limbanom	A03T1	False	False
4534	330	98	0.29696969696969705	0.4449148637895034	91.42914979757084	1.1073507363965076	0.8694995429396276	1.410266012621735	limbanom	A06T1	0.976194453854149	limbanom	A06T1	False	False
4904	330	24	0.07272727272727272	0.05937700843721885	16.255060728744937	1.5499971249496869	1.0088154189588745	2.3814971918566923	clubft	A06T1	0.6962191787702605	limbanom	A06T1	False	False
4992	330	54	0.16363636363636366	0.9874041173585216	53.39676113360324	1.014144674387697	0.7524795454019161	1.366800502250981	hip	A06T1	0.9995084634941636	limbanom	A06T1	False	False
4535	71	24	0.3380281690140845	0.3076215657513611	19.67112010796221	1.336367354214947	0.8151166328629325	2.1909474465499765	limbanom	A07T1	0.9195975295413779	limbanom	A07T1	False	False
4993	71	14	0.19718309859154928	0.5148033215453034	11.488394062078273	1.2755348286327632	0.7085360038652059	2.296268771353415	hip	A07T1	0.9947437591305172	limbanom	A07T1	False	False
4602	54	12	0.2222222222222222	0.4526011118657912	14.961133603238867	0.7440330370266676	0.3909226304404594	1.4160990361785737	limbanom	A10AT1	0.976194453854149	limbanom	A10T1	False	False
4604	48	12	0.25	0.7960563791636047	13.298785425101215	0.8690184550057162	0.4512642567249771	1.6735051887807146	limbanom	A11CT1	0.9995084634941636	limbanom	A10T1	False	False
4737	1941	44	0.022668727460072133	0.10792418633308104	35.36234817813765	1.3707705051932781	0.9528466087875472	1.9719981795378292	reddefup	A11T1	0.7532526370563966	limbanom	A11T1	False	False
4813	1941	20	0.010303967027305513	0.5862888454031955	17.550202429149802	1.2010588456809952	0.7098917746141922	2.0320595369238483	reddeflo	A11T1	0.9995084634941636	limbanom	A11T1	False	False
4908	1941	94	0.04842864502833591	0.8922688531727359	95.60931174089069	0.976175587419112	0.7674706449830666	1.2416354732291728	clubft	A11T1	0.9995084634941636	limbanom	A11T1	False	False
4996	1941	285	0.14683153013910355	0.04039796361984773	314.07004048583	0.8576828243427521	0.7423769528557611	0.9908979856429968	hip	A11T1	0.6962191787702605	limbanom	A11T1	False	False
5172	1941	51	0.02627511591962906	0.417494559222511	45.840080971659916	1.163146441372248	0.8360192562382216	1.6182756963811031	polydacthand	A11T1	0.973737817315933	limbanom	A11T1	False	False
5244	1941	22	0.011334363730036065	0.3068680105015965	17.812145748987856	1.3515417903346398	0.8110131238970945	2.2523250946217	polydactfeet	A11T1	0.9195975295413779	limbanom	A11T1	False	False
5359	1941	17	0.008758371973209686	0.9399972255137786	16.240485829959518	1.065003465003465	0.6081014498665557	1.865202559076759	syndactyhand	A11T1	0.9995084634941636	limbanom	A11T1	False	False
5411	1941	13	0.0066975785677485826	0.16001780311174468	8.906072874493928	1.7492590397154713	0.874208318320618	3.500203697334382	syndactyfeet	A11T1	0.8368485476144633	limbanom	A11T1	False	False
4541	91	27	0.2967032967032967	0.7615152622109286	25.212280701754388	1.1021640547877591	0.7008886034578121	1.7331792779525683	limbanom	B01T1	0.9995084634941636	limbanom	B01T1	False	False
4998	91	15	0.16483516483516486	0.9487178503326308	14.724561403508773	1.0226818100995732	0.5857812305416346	1.7854414415796205	hip	B01T1	0.9995084634941636	limbanom	B01T1	False	False
4778	366	12	0.032786885245901634	0.05275103439788928	6.668016194331983	1.9073997519636212	1.0444032629599078	3.4834952578375384	reddefup	B03AT1	0.6962191787702605	limbanom	B03T1	False	False
4780	4507	80	0.017750166407810068	0.7743243146600156	82.11133603238866	0.9357455284719798	0.6617042305389017	1.3232795766504106	reddefup	B03BB01T1	0.9995084634941636	limbanom	B03T1	False	False
4851	4507	49	0.01087197692478367	0.05140872566326493	40.751551956815106	1.7616893474901552	1.0243427411540555	3.029795821624841	reddeflo	B03BB01T1	0.6962191787702605	limbanom	B03T1	False	False
4953	366	23	0.06284153005464481	0.26795087674891443	18.02834008097166	1.3140504322029565	0.8497574423920209	2.0320252018177465	clubft	B03AT1	0.9172205958955467	limbanom	B03T1	False	False
4955	4507	219	0.04859108054138008	0.7829753720914033	222.00472334682857	0.9644356343283582	0.7780084743034186	1.1955346548058257	clubft	B03BB01T1	0.9995084634941636	limbanom	B03T1	False	False
5055	366	49	0.13387978142076504	0.15699230235960934	59.22186234817814	0.7922260320943629	0.5825564660384598	1.0773583721351114	hip	B03AT1	0.8361043805292558	limbanom	B03T1	False	False
5057	4507	736	0.16330153095185268	0.6872682250616108	729.2703103913631	1.0285611518620277	0.9059586767955582	1.1677552963693072	hip	B03BB01T1	0.9995084634941636	limbanom	B03T1	False	False
5211	4507	104	0.02307521633015309	0.7610271773145147	106.44062078272604	0.9421489189509074	0.6942000840577229	1.2786581359828155	polydacthand	B03BB01T1	0.9995084634941636	limbanom	B03T1	False	False
5275	4507	37	0.008209451963612158	0.3353971954992941	41.35978407557354	0.7668615140362272	0.4747496125635149	1.238708923919887	polydactfeet	B03BB01T1	0.9332432065540728	limbanom	B03T1	False	False
5391	4507	33	0.007321943643221655	0.2713217732736256	37.710391363022936	0.7309820726650532	0.4428906448709871	1.2064711610997056	syndactyhand	B03BB01T1	0.9172205958955467	limbanom	B03T1	False	False
5430	4507	20	0.004437541601952518	0.9494906558647328	20.67989203778677	0.9198000573084149	0.46385737518236103	1.8239057751145011	syndactyfeet	B03BB01T1	0.9995084634941636	limbanom	B03T1	False	False
4547	111	27	0.2432432432432433	0.4869178813751882	30.753441295546562	0.8365710054999295	0.5406091619966953	1.2945600933922814	limbanom	C05T1	0.9830327014167999	limbanom	C05T1	False	False
5003	111	16	0.14414414414414414	0.7044453090189086	17.96072874493927	0.8707211816523558	0.5108251840658	1.4841777575328303	hip	C05T1	0.9995084634941636	limbanom	C05T1	False	False
4548	83	24	0.2891566265060241	0.9010352715749744	22.995816464237517	1.0621580305903384	0.6590411300284175	1.7118501874062062	limbanom	C07T1	0.9995084634941636	limbanom	C07T1	False	False
5004	83	16	0.1927710843373494	0.5349817316276907	13.430094466936572	1.2402568728630727	0.716348545803142	2.1473305413909625	hip	C07T1	0.9995084634941636	limbanom	C07T1	False	False
4916	256	14	0.0546875	0.7936276227072571	12.609986504723349	1.1212592121683032	0.6473384077178571	1.9421406267311196	clubft	D01T1	0.9995084634941636	limbanom	D01T1	False	False
5007	256	59	0.23046875	0.003182384956310189	41.42294197031039	1.5799536913349363	1.1731685591785677	2.127787731125969	hip	D01T1	0.40063286547394145	limbanom	D01T1	False	False
4552	174	54	0.3103448275862069	0.3643486109808721	48.208097165991894	1.1789144572286143	0.8515615439836746	1.6321066953785364	limbanom	D02T1	0.9477058264340941	limbanom	D02T1	False	False
4917	174	12	0.06896551724137931	0.2990912350339129	8.570850202429147	1.444339523659637	0.7958081760132846	2.621381285696326	clubft	D02T1	0.9172205958955467	limbanom	D02T1	False	False
5008	174	29	0.16666666666666666	0.9426503561759966	28.154655870445342	1.0369230769230768	0.6925892743162527	1.5524489150039251	hip	D02T1	0.9995084634941636	limbanom	D02T1	False	False
4556	226	64	0.2831858407079646	0.8937395235051054	62.615114709851554	1.0318480035255635	0.7690508968648209	1.3844471240072411	limbanom	D06T1	0.9995084634941636	limbanom	D06T1	False	False
